id,title,key
http://www.cheyun.com/content/22988,"
										关闭自动驾驶卡车、高管跳槽，Uber都发生了什么？
									",自动 驾驶 卡车 无人
http://www.cheyun.com/content/22987,"
										车云晨报 | 传戴姆勒将与北汽新能源合资生产smart
									",五十铃 测试 丰田 汽车
http://www.cheyun.com/content/22980,"
										上季度50亿美元杀入自动驾驶和出行领域，比过去4年总和还多
									",愿景 基金 投资总额 软银
http://www.cheyun.com/content/22978,"
										小桔车服获滴滴出行10亿美元注资，年化交易额已突破600亿元
									",滴滴 车服 小桔 桔车
http://www.cheyun.com/content/22881,"
										自动驾驶汽车需要什么样的OTA架构？
									",架构 汽车厂 地图 资料
http://www.cheyun.com/content/22972,"
										马斯克称中国工厂成本约20亿美金，产能每年25万辆
									",幸福 文学 合众 工厂
http://www.cheyun.com/content/22961,"
										探歌一上市，才知道斯柯达和起亚有多苦
									",珞克 大众 品牌 价格
http://www.cheyun.com/content/22976,"
										车云晨报 | 贾跃亭FF改名恒大FF，北汽新能源上市进入倒计时
									",上涨 大约 数据中心 前锋
http://www.cheyun.com/content/22975,"
										“国产特斯拉”价格优惠或达4万美元，你等得起吗？
									",建厂 售价 财报 国产
http://www.cheyun.com/content/22974,"
										面对美国加征汽车关税威胁，丰田或提高汽车售价
									",关税 丰田 加征 上涨
http://www.cheyun.com/content/22970,"
										李斌打赌何小鹏：赔你一辆ES8
									",交付 打赌 月份 董事长
http://www.cheyun.com/content/22041,"
										自主品牌「向上」：下一场战役开启
									",品牌 跨界 用户 启示录
http://www.cheyun.com/content/22959,"
										【一周动态】今夏的太阳比甄嬛小产那天还要大
									",汽车 消息 人民币 卡车
http://www.cheyun.com/content/22952,"
										特斯拉财报会议：中国、AP、Energy和Model 3
									",财报 工厂 产线 芯片
http://www.cheyun.com/content/22951,"
										终于进目录了，威马离真正交付还有多远？
									",车型 补贴 批次 申报
http://www.cheyun.com/content/22856,"
										有腾讯AI in Car加持，广汽新能源GE3 530智能化到什么程度了？
									",新能源 腾讯 微信 一键
http://www.cheyun.com/content/22950,"
										比亚迪广告门大揭蛊：欺骗、物欲和被保护的做局人
									",供应商 经销商 项目 搜易
http://www.cheyun.com/content/22949,"
										车云晨报 | 小鹏40亿元B+轮融资，特斯拉自家芯片已准备就绪
									",消息 免收 人民币 财报
http://www.cheyun.com/content/22981,"
										与美版不一样的发动机，进口国内的Jeep牧马人是优待还是歧视？
									",发动机 涡轮 石头 美版
http://www.cheyun.com/content/22968,"
										起价比BBA都贵，这个沃尔沃XC40还不是打酱油的？
									",配置 进口 明显 国产
http://www.cheyun.com/content/22856,"
										有腾讯AI in Car加持，广汽新能源GE3 530智能化到什么程度了？
									",新能源 腾讯 微信 一键
http://www.cheyun.com/content/22941,"
										售价13.98-20.98万元的小型SUV，探歌的价格贵不贵？
									",探歌 价格 离谱 进取
http://www.cheyun.com/content/22918,"
										新雷克萨斯ES，真是凯美瑞的马甲？
									",变化 老款 发动机 懂车
http://www.cheyun.com/content/22917,"
										动力、传动、悬架，你所看重的“三大件”到底价值几何？
									",品质 大件 驾乘 探界
http://www.cheyun.com/content/22902,"
										斯柯达柯米克：卖出白菜价的大众系SUV是什么感觉？
									",大众 平台 后排 考虑
http://www.cheyun.com/content/22877,"
										Jeep新牧马人的最大变化：终于可以“进城”了？ | 了不起的车
									",老款 变化 几乎 进城
http://www.cheyun.com/content/22830,"
										Jeep牧马人的价格真是“太黑”？你也这么想的？
									",优惠 价格 进口车 关税
http://www.cheyun.com/content/22694,"
										""牛魔王""复活！丰田Supra如何重塑辉煌？ | 了不起的车
									",丰田 跑车 发动机 车型
http://www.cheyun.com/content/22712,"
										雪佛兰探界者值不值？这篇新车年考能给你答案 | 了不起的车
									",探界 变速器 科帕 相当
http://www.cheyun.com/content/22702,"
										电动车的续航到底应该怎么测？
									",工况 标准 循环 市区
http://www.cheyun.com/content/22478,"
										全新凯美瑞——转型？颠覆？成功？
									",丰田 全新 运动 运动版
http://www.cheyun.com/content/22343,"
										六个小动图，告诉你探歌的越野能力怎么样？
									",探歌 后轴 前轮 离合器
http://www.cheyun.com/content/22289,"
										罗密欧与朱丽叶，可能注定与四叶草最配
									",赛道 四叶草 车队 象征
